token	frequency	label	llm_reason	example_sentence_used
gonna	23	ENGLISH	The token 'gonna' is a standard informal English contraction of 'going to'.	when i teach a basketball in my own school ,we're gonna spend the 1st day watching larry bird videos ,& the rest will take care of itself .
izzat	23	HINGLISH	The word 'izzat' is a Hindi word meaning respect, written in Roman script (Hinglish).	Damaad ki bhi izzat nahi ki. Intolerance is rising. IndvsPak
keh	23	HINGLISH	The token 'keh' is a Romanized Hindi verb form (meaning 'saying' or 'telling').	Gaon mein bijli nhi aur DigitalIndia bann rhe hain ... Company saari bideshi aur MakeInIndia keh rhe hain ...
milte	23	HINGLISH	The token 'milte' is a conjugated form of the Hindi verb 'milna' (to meet or to get), commonly used in Romanized Hindi/Hinglish code-mixed text.	SrBachchan sir aap badal gaye ho. Aajkal milte hi nahi ho. Kitna wait kiya aapka ghar ke bahar
mujhse	23	HINGLISH	The token 'mujhse' is a standard Romanized Hindi word meaning 'from me'.	bhagwan aisi girlfriend sabi ko de . . par start mujhse kare :p
paaji	23	HINGLISH	The word 'paaji' (derived from Punjabi/Hindi 'paji' meaning elder brother) is used here as an affectionate term of address in Romanized Hindi context.	luncher paaji pehle chai k saath biscuit kha rahe the . .
per	23	PENDING_MANUAL_REVIEW	The token 'per' functions as an English preposition in sentence 1 ('As per'), but as the Hindi word for 'tree' in sentence 2 ('per mein') and 'on' in sentence 3 ('dhoni per').	RT aryaraju : As per Rajmala , the royal chronology of Tripura , a total of 184 kings ruled over the state . 7SistersOfIndia History
prabhu	23	HINGLISH	The word 'prabhu' is a Hindi term meaning lord or master, commonly used in Romanized Hindi contexts like 'prabhu ji'.	iawoolford prabhu ji mujhe aap ke charan sparsh karne hain _/\_ Hindi ka gaurav Australia mein basa hua hai :)
sabhi	23	HINGLISH	The token 'sabhi' is a Hindi word meaning 'all', commonly used in Romanized Hindi/Hinglish code-mixed text.	coolfunnytshirt Yahan par sabhi fakr hai.
sallu	23	HINGLISH	The token 'sallu' refers to Salman Khan (often called Sallu or Sallu bhai in Indian pop culture and Hindi-English code-mixed chat context).	Kitthe reh gaye sallu ji 04:07 ho gye
sarkar	23	HINGLISH	The word 'sarkar' means government in Hindi and is commonly used in Romanized Hindi/Hinglish contexts.	Chalo ab koi sting operation karke kisi sarkar ko nanga nahi kar sakti ... maare jaoge RightToPrivacy
walon	23	HINGLISH	The token 'walon' (or 'wale') is a Hindi suffix meaning 'people of' or 'pertaining to', heavily used in code-mixed Hinglish.	twinitisha phir to twitter walon ki khush-naseebi hai :)
baj	22	HINGLISH	The token 'baj' means 'o'clock' or 'strike' in Hindi ('baj gaye'), heavily used in code-mixed Romanized Hindi.	4 baj gaye.....par party aabhi Baaki he....sallu bhai
balliawalebaba	22	HINGLISH	The token is a social media handle/username composed of a place name (Ballia) and Hindi words ('wale' and 'baba'), typical of Romanized Hindi handles.	balliawalebaba bas badiya sab.. Upar wale ka sahara hai.. Abhi chai pee rahe hai :)
banaya	22	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	"Aisa na hua hota agar aapne Modi ko PM na banaya hota" - Shri Kejriwal …
dar	22	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	surgicalstrikes Duniyan ne loha mana hai .. gadaro aur deshdrohio ki tolly me hahakar hai . Aur dusman muh chipa kar dar se saham gaya hai .
gyi	22	HINGLISH	The token 'gyi' is a Romanized Hindi word (gayi/gyi, meaning went/got) used in code-mixed Hinglish sentences.	kkundra lol ladki mil gyi .. Martina here you go girl .. hahha shit Roadies
hamara	22	HINGLISH	The token 'hamara' is a Romanized Hindi word meaning 'our'.	Babu_Bhaiyaa KyaUkhaadLega Sir hamara kya hoga hum bhii na haar jaaen kahi
hogayi	22	HINGLISH	The token 'hogayi' is a Romanized Hindi word meaning 'has happened' or 'became', commonly used in Hinglish.	Sachai ki jeet hogayi *aankho mein aansoo*
imvkohli	22	HINGLISH	no_context_default	
isme	22	HINGLISH	The token 'isme' is a Romanized Hindi word meaning 'in this' (isamein), commonly used in code-mixed Hinglish text.	sala olympics k game bhare rehte the isme . . . . dhokebaaz >_<
jaega	22	HINGLISH	The token 'jaega' is the Romanized Hindi verb 'जाएगा' (will go), commonly used in code-mixed Hinglish text.	DiwakarKothari_ shaant ho ja DK. Tere gusse ki garmi se Tanmay ka gubbara phat jaega..Duniya pe pralay aa jaega HathwalaThakur thetanmay
jaisi	22	HINGLISH	The word 'jaisi' is a Romanized Hindi postposition/adjective meaning 'like' or 'similar to', used consistently across the examples.	BUnlimted Baby holiday Gabbar jaisi awesome movies akki hi kar sakta hai.. WeLoveAkshay aamir_nation akshay_airlift aamir_khan
kyunki	22	HINGLISH	The token 'kyunki' is a Romanized Hindi word meaning 'because'.	mere pakistani bhaiyo . . . . . . . . . apne sare patakhe hume hi bhej do kyunki jis terah tumhari team khel rahi hai us tereh to tum log koi patakhe na jla paoge
mahadev	22	HINGLISH	Mahadev is a traditional Hindi/Sanskrit name for Lord Shiva, commonly used in Romanized form in code-mixed text.	Karpur gauram karunavtaaram Sansar saaram , bhujgendra haaram !! May lord shiva bless u all !! Har har mahadev MahaShivratri
mannkibaat	22	HINGLISH	The token 'mannkibaat' is derived from the Hindi phrase 'Mann Ki Baat' (Heart's voice/talk), commonly used in South Asian social media contexts.	mannkibaat ik aye ga jab satgurrampalji k sath galt kere wale jail hoge aur humko ap pura vishwas h sir cmohry om aajtaknews
milti	22	HINGLISH	The token 'milti' is a form of the Hindi verb 'milna' (to get/receive) used in Romanized Hindi/Hinglish.	YearOfRat Yaar. 13 ke pehle bhi RT nahi milti aaj kal.
pakka	22	HINGLISH	The token 'pakka' is a widely used Romanized Hindi word meaning 'sure' or 'confirmed'.	.ashutosh83B to phir rishta pakka samjhen?
peeche	22	HINGLISH	The word 'peeche' is a Romanized Hindi word meaning 'behind' or 'after'.	iamsrk Varun_dvn kritisanon Shah ka ek comment aur media walle peeche bhaage , waise hee mere manwa mai emotions jaage ;)
peene	22	HINGLISH	The word 'peene' is derived from the Hindi verb 'peena' (to drink), used consistently across the examples in Romanized Hindi contexts.	Bahot zor se food blogger banna hai, khaane peene ke vaande hai.
poori	22	HINGLISH	The word 'poori' is used in the sense of fulfilling desires ('manokamnaye poori kare') or consuming ('poori maar liye'), which corresponds to the Romanized Hindi words 'पूरे/पूरी' (complete/fulfill) or 'पूरी' (flatbread/consumed completely).	MeShivShakti Ohm namaha shivya , Happy mahashivratri , hope bholenath aapki sari manokamnaye poori kare , enjoy it .
sachin	22	HINGLISH	The token 'sachin' refers to the Indian cricketer Sachin Tendulkar across all code-mixed Hinglish sentences.	i still remember . . . during sharjah matches . . . . the scene was use to be the same :) sachin jab tak khel ra hai hilnaa mat
sar	22	HINGLISH	The token 'sar' translates to 'head' in Hindi (e.g., 'sar pe baitha rakha hai', 'sar mein bhara hai', 'aadha sar'), making it Hinglish across the provided contexts.	Liar. Kejriwal is Modi bhakt and use to sar pe baitha rakha hai tum logo ne. …
scratchysingh	22	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	scratchysingh main ek nek aur shareef bachha hu
singhlicious	22	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	singhlicious twitter kam ho gaya hai :)
these	22	ENGLISH	The token 'these' is a standard English demonstrative pronoun/determiner used consistently across all provided examples.	great ak sir .. aap zindabad ..we have to first ensure on evm machines because these people are filthy
thik	22	HINGLISH	The token 'thik' is the Romanized Hindi word for 'right' or 'properly'.	aliaa08 zmilap gandi ladki. Abhi to tum 18 ki bhi nahi hui thik se !
unke	22	HINGLISH	The token 'unke' is a Hindi pronoun meaning 'their' or 'his/her' (honorific) written in Roman script.	kaun bole parents ko nahi hai interest unke bete mein :d :d toh bekar mein kyun dekho usse
via	22	ENGLISH	The word 'via' is a standard English preposition meaning 'by way of' or 'through', used identically across all provided contexts.	Can You Take It Ravish Kumar ? : via youtube ndtv ravishkumar
where	22	ENGLISH	The token 'where' is a standard English interrogative or relative adverb used across all provided examples.	where r uu...bhaiii ...plzz one rplyy mustt onlyy onee:-(
zaroorat	22	HINGLISH	The token 'zaroorat' is a commonly used Romanized Hindi word meaning 'need' or 'necessity'.	Bas aise hi reviews ki zaroorat hai, kaafi protsahan milta hai in baaton se.
zoomphatak	22	HINGLISH	The token 'zoomphatak' is used as a username, handle, or slang term within a Romanized Hindi/English code-mixed context.	zoomphatak iss baar thoda zyada easy ho gaya
aanchalator	21	HINGLISH	The token 'aanchalator' is a slang/portmanteau term used within Romanized Hindi discourse, often referring to a specific online personality or context in Indian social media.	aanchalator toh phir theek hai, aise kisi Ladki ke T-shirt mein kuch bhi kaise daal sakta hai koi?
aapse	21	HINGLISH	The word 'aapse' is a Romanized Hindi term meaning 'with you' or 'from you', commonly used in code-mixed Hinglish text.	Bahut log hai jo aapse baat karna chahte hai..plzzzzzz dn't brk thr hearts sir plzzzz
aayi	21	HINGLISH	The token 'aayi' is the Romanized Hindi/Urdu word for 'came' (feminine past tense), commonly used in code-mixed Hinglish text.	YearOfRat retardedwriter Alllahdin aankhein bandh hogayi thi abhi 5 minute pehle, phir wohi soch aayi "aaj raat time se sojaunga'
advancedmaushi	21	HINGLISH	no_context_default	
badhai	21	HINGLISH	The token 'badhai' is a Romanized Hindi word meaning 'congratulations'.	Congrats msdhoni and SaakshiSRawat bhabhi.. Beti ki bohot bohot badhai !!
badliyesarkarbadliyebihar	21	HINGLISH	no_context_default	
banane	21	HINGLISH	The word 'banane' is the inflected form of the Hindi verb 'banana' (to make/create), used consistently across the examples in a Romanized Hindi/English code-mixed context.	bhaiyyajispeaks Kya baat hai, maine bhi koshish ki this Shraddha Kapoor ki photo banane ke liye magar Jadoo jaise ban gayi kuch.
bhaiyyajispeaks	21	HINGLISH	The token 'bhaiyyajispeaks' is derived from Hindi terms ('bhaiyyaji') and used as a social media handle/cultural reference specific to the South Asian context.	Atheist_Krishna aur agar aaj koi kuch bola to "bura na mano holi hai" bhaiyyajispeaks
chahe	21	HINGLISH	The word 'chahe' is a Hindi term (meaning 'whether' or 'even if') commonly used in Romanized Hindi/Hinglish.	Aur is baar jo proof maange " chahe wo khi ka CM hi q na ho " seedha Goli _ maar _ do _ unko _ V
daru	21	HINGLISH	The token 'daru' is a Hindi word (alcohol) written in the Roman alphabet.	Sab khana kha ke daru pee chale gaye..
dila	21	HINGLISH	The token 'dila' is a form of the Hindi verb 'dilana' (to get or procure), used in code-mixed contexts.	prajesh9465 dekho anushka g ke paas phone nahi hai, ek nayi dila do LoKarDi_RT bizzarebhide
huee	21	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	"Main aaj bhi pheki huee Ball nahin uthata" ~ Umar Akmal TwistedBollywoodDialogues
indvsaus	21	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	"Bhai ye bowlers ki wajah se haarne par press conference me kya bolna hota hai" - Smith to Dhoni indvsaus
jee	21	HINGLISH	The token 'jee' (or 'ji') is used as a Romanized Hindi honorific suffix (e.g., Modi jee, dwivedi_ji) and in the verb phrase 'jee raha hai'.	_SandSurfer kaisi galatfaimi me jee raha hai
jita	21	HINGLISH	The token 'jita' means 'won' in Romanized Hindi across all provided contexts.	Bhart ne toss jita h Match b jitengeee IndvsPak balliawalebaba
kara	21	HINGLISH	The token 'kara' is a form of the Hindi verb 'karna' (to do/cause), used consistently across the examples to mean 'to cause' or 'to get done'.	bachpan ka flash back kara dete ho :(
ladkiya	21	HINGLISH	The token 'ladkiya' is the Romanized Hindi word for 'girls' and is used consistently as such across all given examples.	Mall ma ladkiya aur daaru ke theke pe ladke same cheez sochte hai.. Ye bhi le lu.. Wo bhi le lu..
ladkiyo	21	HINGLISH	The word 'ladkiyo' is a Romanized Hindi word meaning 'girls'.	Aur ladkiyo ki saari life unhi cheezo ko dhoondne me …
manmohansingh	21	PENDING_MANUAL_REVIEW	The token refers to a proper noun (a person's name, Manmohan Singh), which can appear in both English and Hindi/Hinglish contexts without linguistic modification.	Ghotala INCIndia ke raj me ho to manmohansingh doshi " bjp ke raj me ho to officials doshi .. aur ise kahte nishpaksh patrakarita .. mitroooooo ....... Na khaunga " na khane dunga ..
rahega	21	HINGLISH	The token 'rahega' is the future tense form of the Hindi verb 'rahna' (to stay/remain), commonly used in Romanized Hindi/Hinglish.	Aaj jis bhi Paki ko reply karo.. 'जयहिन्द' zaroor add karo.. Gaand jal k kali ho jaegi unki.. Aur trend bhi hota rahega
rehte	21	HINGLISH	The token 'rehte' is a Romanized Hindi verb form (meaning 'stay' or part of a continuous tense marker) used across all given code-mixed sentences.	sala olympics k game bhare rehte the isme . . . . dhokebaaz >_<
runjhunmehrotra	21	ENGLISH	The token 'runjhunmehrotra' is a proper noun (a person's name/handle), which is kept in its standard Romanized form across English and code-mixed sentences.	Fabled_Me aise badnam mat kar runjhunmehrotra
sagarcasm	21	ENGLISH	The token is a proper noun/handle name ('Sagarcasm') used consistently across the examples.	sagarcasm abhi bhi hu
whatsapp	21	ENGLISH	The word 'whatsapp' is a globally used English brand and app name, borrowed directly into code-mixed text without linguistic integration into Hindi grammar in these contexts.	abhi whatsapp pe bheja kisi ne, socha kuch to alag chipkau :P
would	21	ENGLISH	The token 'would' is a standard English auxiliary verb used in all the provided examples.	happy valentine's day , artemis you remembered . come on ! what kind of jerk would i be if i forgot valentine's day ? for the 5th year in a row ?
youtube	21	ENGLISH	The token 'youtube' is a global brand name and standard English noun used consistently across languages for the video-sharing platform.	Return gift me youtube ka link - Dekh tere sansaar ki haalat kya ho gayee bhagwaan.. Kitna badal gaya insaan
zaroori	21	HINGLISH	The word 'zaroori' is a Romanized Hindi word meaning 'important/necessary'.	iamGunjanGrunge tu to Stark hai. Tera marna zaroori hai
aye	20	HINGLISH	The token 'aye' is used in the context of Romanized Hindi meaning 'came' (aaye) or as a verbal particle.	MotabhaiJaiAmitShahjee k paas itne paise kahan se aye ? Trump ne bheje kya ???
bhagwaan	20	HINGLISH	The token 'bhagwaan' is a Romanized Hindi word meaning 'God', used consistently across all examples.	bhagwaan agar aaj mujhe paise paa gaye to uski taken3 khelunga . . nahi nahi . . . mustafa . . . nahi nahi pehle mario phir baki dusri fight wali games .
bizzarebhide	20	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	prajesh9465 dekho anushka g ke paas phone nahi hai, ek nayi dila do LoKarDi_RT bizzarebhide
bunlimted	20	HINGLISH	no_context_default	
chalega	20	HINGLISH	The token 'chalega' is a standard Romanized Hindi word meaning 'will work' or 'will do'.	LoKarDi_RT uske liye toh bahot kuch karna padega ye pappiyon se kaam nahi chalega ForTheSakeOfHumanity
