token	label	method
turn	ENGLISH	wordnet_exact
tweetingsourav	UNCERTAIN_NEEDS_LLM	unresolved
udd	UNCERTAIN_NEEDS_LLM	unresolved
uk	ENGLISH	wordnet_exact
ummid	UNCERTAIN_NEEDS_LLM	unresolved
ungli	UNCERTAIN_NEEDS_LLM	unresolved
useful	ENGLISH	wordnet_exact
usey	UNCERTAIN_NEEDS_LLM	unresolved
usmein	UNCERTAIN_NEEDS_LLM	unresolved
utna	UNCERTAIN_NEEDS_LLM	unresolved
vala	UNCERTAIN_NEEDS_LLM	unresolved
vande	UNCERTAIN_NEEDS_LLM	unresolved
vapas	UNCERTAIN_NEEDS_LLM	unresolved
varun_dvn	NON_LINGUISTIC	regex_prefilter
version	ENGLISH	wordnet_exact
videos	ENGLISH	wordnet_exact
videsh	UNCERTAIN_NEEDS_LLM	unresolved
village	ENGLISH	wordnet_exact
vodafonein	UNCERTAIN_NEEDS_LLM	unresolved
wake	ENGLISH	wordnet_exact
wc	UNCERTAIN_NEEDS_LLM	unresolved
we're	NON_LINGUISTIC	regex_prefilter
welcome	ENGLISH	wordnet_exact
whereisrahulgandhi	UNCERTAIN_NEEDS_LLM	unresolved
wontgiveitback	UNCERTAIN_NEEDS_LLM	unresolved
y'all	NON_LINGUISTIC	regex_prefilter
yaa	UNCERTAIN_NEEDS_LLM	unresolved
yaadein	UNCERTAIN_NEEDS_LLM	unresolved
yaar..	NON_LINGUISTIC	regex_prefilter
yaar?	NON_LINGUISTIC	regex_prefilter
yadavakhilesh	UNCERTAIN_NEEDS_LLM	unresolved
yea	ENGLISH	wordnet_exact
yes,	NON_LINGUISTIC	regex_prefilter
yesterday	ENGLISH	wordnet_exact
yogi	ENGLISH	wordnet_exact
you'll	NON_LINGUISTIC	regex_prefilter
you.	NON_LINGUISTIC	regex_prefilter
yrs	ENGLISH	wordnet_exact
yuva	UNCERTAIN_NEEDS_LLM	unresolved
zimbabwe	ENGLISH	wordnet_exact
zindabad	UNCERTAIN_NEEDS_LLM	unresolved
☺	NON_LINGUISTIC	regex_prefilter
😂😂	NON_LINGUISTIC	regex_prefilter
"bharat	NON_LINGUISTIC	regex_prefilter
"ho	NON_LINGUISTIC	regex_prefilter
"koi	NON_LINGUISTIC	regex_prefilter
"main	NON_LINGUISTIC	regex_prefilter
"meri	NON_LINGUISTIC	regex_prefilter
"tu	NON_LINGUISTIC	regex_prefilter
(ians)	NON_LINGUISTIC	regex_prefilter
,,	NON_LINGUISTIC	regex_prefilter
,but	NON_LINGUISTIC	regex_prefilter
..!	NON_LINGUISTIC	regex_prefilter
...!!	NON_LINGUISTIC	regex_prefilter
1.25	NON_LINGUISTIC	regex_prefilter
10k	NON_LINGUISTIC	regex_prefilter
13th	NON_LINGUISTIC	regex_prefilter
16th	NON_LINGUISTIC	regex_prefilter
2011	NON_LINGUISTIC	regex_prefilter
250	NON_LINGUISTIC	regex_prefilter
27	NON_LINGUISTIC	regex_prefilter
27th	NON_LINGUISTIC	regex_prefilter
29	NON_LINGUISTIC	regex_prefilter
4:00	NON_LINGUISTIC	regex_prefilter
5th	NON_LINGUISTIC	regex_prefilter
91mishraprachi	NON_LINGUISTIC	regex_prefilter
:))	NON_LINGUISTIC	regex_prefilter
:-	NON_LINGUISTIC	regex_prefilter
;	NON_LINGUISTIC	regex_prefilter
___	NON_LINGUISTIC	regex_prefilter
aaaj	UNCERTAIN_NEEDS_LLM	unresolved
aae	UNCERTAIN_NEEDS_LLM	unresolved
aagye	UNCERTAIN_NEEDS_LLM	unresolved
aah	ENGLISH	wordnet_exact
aahe,	NON_LINGUISTIC	regex_prefilter
aaj,	NON_LINGUISTIC	regex_prefilter
aalsi	UNCERTAIN_NEEDS_LLM	unresolved
aana,	NON_LINGUISTIC	regex_prefilter
aana.	NON_LINGUISTIC	regex_prefilter
aao.	NON_LINGUISTIC	regex_prefilter
aaoge	UNCERTAIN_NEEDS_LLM	unresolved
aarahe	UNCERTAIN_NEEDS_LLM	unresolved
aasan	UNCERTAIN_NEEDS_LLM	unresolved
aasra	UNCERTAIN_NEEDS_LLM	unresolved
aaya?	NON_LINGUISTIC	regex_prefilter
aayee..	NON_LINGUISTIC	regex_prefilter
aayega,	NON_LINGUISTIC	regex_prefilter
aayega?	NON_LINGUISTIC	regex_prefilter
ab?	NON_LINGUISTIC	regex_prefilter
abb	ENGLISH	wordnet_exact
abhijeetsinger	UNCERTAIN_NEEDS_LLM	unresolved
abhishekmadan	UNCERTAIN_NEEDS_LLM	unresolved
abhiyan	UNCERTAIN_NEEDS_LLM	unresolved
absolutely	ENGLISH	wordnet_exact
accept	ENGLISH	wordnet_exact
actually	ENGLISH	wordnet_exact
adam	ENGLISH	wordnet_exact
adha	UNCERTAIN_NEEDS_LLM	unresolved
adhrak	UNCERTAIN_NEEDS_LLM	unresolved
adrashyababa	UNCERTAIN_NEEDS_LLM	unresolved
advertisement	ENGLISH	wordnet_exact
aero	UNCERTAIN_NEEDS_LLM	unresolved
afghanistan	ENGLISH	wordnet_exact
ai	ENGLISH	wordnet_exact
aik	UNCERTAIN_NEEDS_LLM	unresolved
aish	UNCERTAIN_NEEDS_LLM	unresolved
ajay	UNCERTAIN_NEEDS_LLM	unresolved
akhil_bits	NON_LINGUISTIC	regex_prefilter
akmal	UNCERTAIN_NEEDS_LLM	unresolved
alia	UNCERTAIN_NEEDS_LLM	unresolved
aliaa08	NON_LINGUISTIC	regex_prefilter
allowed	ENGLISH	wordnet_exact
aloknath	UNCERTAIN_NEEDS_LLM	unresolved
alsip	UNCERTAIN_NEEDS_LLM	unresolved
amazon	ENGLISH	wordnet_exact
ami	UNCERTAIN_NEEDS_LLM	unresolved
andheri	UNCERTAIN_NEEDS_LLM	unresolved
angle	ENGLISH	wordnet_exact
angreji	UNCERTAIN_NEEDS_LLM	unresolved
angrez	UNCERTAIN_NEEDS_LLM	unresolved
aniket51082	NON_LINGUISTIC	regex_prefilter
anthony	ENGLISH	wordnet_exact
anurag	UNCERTAIN_NEEDS_LLM	unresolved
apology	ENGLISH	wordnet_exact
apoonia19	NON_LINGUISTIC	regex_prefilter
area	ENGLISH	wordnet_exact
ares_c3108	NON_LINGUISTIC	regex_prefilter
arrey	UNCERTAIN_NEEDS_LLM	unresolved
art	ENGLISH	wordnet_exact
article	ENGLISH	wordnet_exact
ashkaikini	UNCERTAIN_NEEDS_LLM	unresolved
asksrk	UNCERTAIN_NEEDS_LLM	unresolved
assi	UNCERTAIN_NEEDS_LLM	unresolved
attend	ENGLISH	wordnet_exact
aukat	UNCERTAIN_NEEDS_LLM	unresolved
aulaad	UNCERTAIN_NEEDS_LLM	unresolved
aunty,	NON_LINGUISTIC	regex_prefilter
ausvpak	UNCERTAIN_NEEDS_LLM	unresolved
avril	UNCERTAIN_NEEDS_LLM	unresolved
ayyub	UNCERTAIN_NEEDS_LLM	unresolved
b'day	NON_LINGUISTIC	regex_prefilter
baatein,	NON_LINGUISTIC	regex_prefilter
babuji	UNCERTAIN_NEEDS_LLM	unresolved
baccha	UNCERTAIN_NEEDS_LLM	unresolved
bacchon	UNCERTAIN_NEEDS_LLM	unresolved
bachane	UNCERTAIN_NEEDS_LLM	unresolved
bachchon	UNCERTAIN_NEEDS_LLM	unresolved
bachhan	UNCERTAIN_NEEDS_LLM	unresolved
bachne	UNCERTAIN_NEEDS_LLM	unresolved
badboo	UNCERTAIN_NEEDS_LLM	unresolved
badlaav	UNCERTAIN_NEEDS_LLM	unresolved
bado	UNCERTAIN_NEEDS_LLM	unresolved
bajate	UNCERTAIN_NEEDS_LLM	unresolved
bajirao	UNCERTAIN_NEEDS_LLM	unresolved
balle	UNCERTAIN_NEEDS_LLM	unresolved
banayega	UNCERTAIN_NEEDS_LLM	unresolved
bandhan	UNCERTAIN_NEEDS_LLM	unresolved
bangladeshi	ENGLISH	wordnet_exact
banks	ENGLISH	wordnet_exact
bara	UNCERTAIN_NEEDS_LLM	unresolved
barobar	UNCERTAIN_NEEDS_LLM	unresolved
base	ENGLISH	wordnet_exact
bathroom	ENGLISH	wordnet_exact
batsmen	ENGLISH	wordnet_exact
bcoz	UNCERTAIN_NEEDS_LLM	unresolved
bda	UNCERTAIN_NEEDS_LLM	unresolved
be..	NON_LINGUISTIC	regex_prefilter
be?	NON_LINGUISTIC	regex_prefilter
bechta	UNCERTAIN_NEEDS_LLM	unresolved
become	ENGLISH	wordnet_exact
becoz	UNCERTAIN_NEEDS_LLM	unresolved
bed	ENGLISH	wordnet_exact
beh	UNCERTAIN_NEEDS_LLM	unresolved
behind	ENGLISH	wordnet_exact
behno	UNCERTAIN_NEEDS_LLM	unresolved
belong	ENGLISH	wordnet_exact
bengal	ENGLISH	wordnet_exact
bewafa	UNCERTAIN_NEEDS_LLM	unresolved
bhaad	UNCERTAIN_NEEDS_LLM	unresolved
bhains	UNCERTAIN_NEEDS_LLM	unresolved
bhairoxx	UNCERTAIN_NEEDS_LLM	unresolved
bhaiya,	NON_LINGUISTIC	regex_prefilter
bhaiyo	UNCERTAIN_NEEDS_LLM	unresolved
bhakts	UNCERTAIN_NEEDS_LLM	unresolved
bhari	UNCERTAIN_NEEDS_LLM	unresolved
bharose	UNCERTAIN_NEEDS_LLM	unresolved
bhav	UNCERTAIN_NEEDS_LLM	unresolved
bheek	UNCERTAIN_NEEDS_LLM	unresolved
bheji	UNCERTAIN_NEEDS_LLM	unresolved
bhejte	UNCERTAIN_NEEDS_LLM	unresolved
bhi?	NON_LINGUISTIC	regex_prefilter
bholi_si_soorat	NON_LINGUISTIC	regex_prefilter
bhoot	UNCERTAIN_NEEDS_LLM	unresolved
bhushan	UNCERTAIN_NEEDS_LLM	unresolved
bihari	ENGLISH	wordnet_exact
bika	UNCERTAIN_NEEDS_LLM	unresolved
bilkul,	NON_LINGUISTIC	regex_prefilter
blessed	ENGLISH	wordnet_exact
bodhisatvaa	UNCERTAIN_NEEDS_LLM	unresolved
bohat	UNCERTAIN_NEEDS_LLM	unresolved
bollywood	ENGLISH	wordnet_exact
bose	ENGLISH	wordnet_exact
boycottraees	UNCERTAIN_NEEDS_LLM	unresolved
brahmin	ENGLISH	wordnet_exact
breaking	ENGLISH	wordnet_exact
bridge	ENGLISH	wordnet_exact
bring	ENGLISH	wordnet_exact
brother	ENGLISH	wordnet_exact
bst	UNCERTAIN_NEEDS_LLM	unresolved
bucketheadcase	UNCERTAIN_NEEDS_LLM	unresolved
buddy	ENGLISH	wordnet_exact
budgetbt	UNCERTAIN_NEEDS_LLM	unresolved
bulao	UNCERTAIN_NEEDS_LLM	unresolved
bulate	UNCERTAIN_NEEDS_LLM	unresolved
canning	ENGLISH	wordnet_exact
cap	ENGLISH	wordnet_exact
capello	UNCERTAIN_NEEDS_LLM	unresolved
cast	ENGLISH	wordnet_exact
cat	ENGLISH	wordnet_exact
celebrating	ENGLISH	wordnet_exact
cha	UNCERTAIN_NEEDS_LLM	unresolved
chah	UNCERTAIN_NEEDS_LLM	unresolved
chahate	UNCERTAIN_NEEDS_LLM	unresolved
chahie	UNCERTAIN_NEEDS_LLM	unresolved
chahiye?	NON_LINGUISTIC	regex_prefilter
chahti	UNCERTAIN_NEEDS_LLM	unresolved
chakke	UNCERTAIN_NEEDS_LLM	unresolved
chalate	UNCERTAIN_NEEDS_LLM	unresolved
chalegi	UNCERTAIN_NEEDS_LLM	unresolved
chalna	UNCERTAIN_NEEDS_LLM	unresolved
chanda	UNCERTAIN_NEEDS_LLM	unresolved
chandi	ENGLISH	wordnet_exact
changed	ENGLISH	wordnet_exact
chappals	UNCERTAIN_NEEDS_LLM	unresolved
character	ENGLISH	wordnet_exact
charan	UNCERTAIN_NEEDS_LLM	unresolved
chashma	UNCERTAIN_NEEDS_LLM	unresolved
cheers	ENGLISH	wordnet_exact
cheese	ENGLISH	wordnet_exact
chhakke	UNCERTAIN_NEEDS_LLM	unresolved
chief	ENGLISH	wordnet_exact
child	ENGLISH	wordnet_exact
chinta	UNCERTAIN_NEEDS_LLM	unresolved
chotta	UNCERTAIN_NEEDS_LLM	unresolved
chumma	UNCERTAIN_NEEDS_LLM	unresolved
churana	UNCERTAIN_NEEDS_LLM	unresolved
clue	ENGLISH	wordnet_exact
cny	UNCERTAIN_NEEDS_LLM	unresolved
co	ENGLISH	wordnet_exact
coach	ENGLISH	wordnet_exact
coldcigar	UNCERTAIN_NEEDS_LLM	unresolved
colour	ENGLISH	wordnet_exact
comic	ENGLISH	wordnet_exact
companies	ENGLISH	wordnet_exact
computer	ENGLISH	wordnet_exact
conference	ENGLISH	wordnet_exact
confuse	ENGLISH	wordnet_exact
connoisier	UNCERTAIN_NEEDS_LLM	unresolved
contact	ENGLISH	wordnet_exact
continues	ENGLISH	wordnet_exact
controversial	ENGLISH	wordnet_exact
cook	ENGLISH	wordnet_exact
correct	ENGLISH	wordnet_exact
cr	ENGLISH	wordnet_exact
crackerban	UNCERTAIN_NEEDS_LLM	unresolved
creative	ENGLISH	wordnet_exact
crime	ENGLISH	wordnet_exact
crores	ENGLISH	wordnet_exact
cross	ENGLISH	wordnet_exact
cruz	UNCERTAIN_NEEDS_LLM	unresolved
cuz	UNCERTAIN_NEEDS_LLM	unresolved
cvs	ENGLISH	wordnet_exact
daa	UNCERTAIN_NEEDS_LLM	unresolved
daalna	UNCERTAIN_NEEDS_LLM	unresolved
daalne	UNCERTAIN_NEEDS_LLM	unresolved
dalo	ENGLISH	wordnet_exact
dangal	UNCERTAIN_NEEDS_LLM	unresolved
darmian	UNCERTAIN_NEEDS_LLM	unresolved
dawa	UNCERTAIN_NEEDS_LLM	unresolved
dawai	UNCERTAIN_NEEDS_LLM	unresolved
de!	NON_LINGUISTIC	regex_prefilter
deactivate	ENGLISH	wordnet_exact
dec	ENGLISH	wordnet_exact
declare	ENGLISH	wordnet_exact
deepak	UNCERTAIN_NEEDS_LLM	unresolved
dekha.	NON_LINGUISTIC	regex_prefilter
dekhein	UNCERTAIN_NEEDS_LLM	unresolved
dekho..	NON_LINGUISTIC	regex_prefilter
deposit	ENGLISH	wordnet_exact
depot	ENGLISH	wordnet_exact
deserve	ENGLISH	wordnet_exact
desiremaze	UNCERTAIN_NEEDS_LLM	unresolved
detail	ENGLISH	wordnet_exact
details	ENGLISH	wordnet_exact
dete.	NON_LINGUISTIC	regex_prefilter
dhai	UNCERTAIN_NEEDS_LLM	unresolved
dhamki	UNCERTAIN_NEEDS_LLM	unresolved
dhundh	UNCERTAIN_NEEDS_LLM	unresolved
dhundne	UNCERTAIN_NEEDS_LLM	unresolved
di.	NON_LINGUISTIC	regex_prefilter
didi..	NON_LINGUISTIC	regex_prefilter
digvijaya_28	NON_LINGUISTIC	regex_prefilter
dikhai	UNCERTAIN_NEEDS_LLM	unresolved
dikhaye	UNCERTAIN_NEEDS_LLM	unresolved
dikhayi	UNCERTAIN_NEEDS_LLM	unresolved
divide	ENGLISH	wordnet_exact
divorce	ENGLISH	wordnet_exact
diyo	UNCERTAIN_NEEDS_LLM	unresolved
doosro	UNCERTAIN_NEEDS_LLM	unresolved
doston	UNCERTAIN_NEEDS_LLM	unresolved
drew	ENGLISH	wordnet_exact
drmalvika6	NON_LINGUISTIC	regex_prefilter
drunk	ENGLISH	wordnet_exact
duck	ENGLISH	wordnet_exact
dukan	UNCERTAIN_NEEDS_LLM	unresolved
dumb	ENGLISH	wordnet_exact
duttyogi	UNCERTAIN_NEEDS_LLM	unresolved
eating	ENGLISH	wordnet_exact
economictimes	UNCERTAIN_NEEDS_LLM	unresolved
ee	ENGLISH	wordnet_exact
elected	ENGLISH	wordnet_exact
elections	ENGLISH	wordnet_exact
eli	UNCERTAIN_NEEDS_LLM	unresolved
else	UNCERTAIN_NEEDS_LLM	unresolved
email	ENGLISH	wordnet_exact
empowerment	ENGLISH	wordnet_exact
eng	UNCERTAIN_NEEDS_LLM	unresolved
experience	ENGLISH	wordnet_exact
expression	ENGLISH	wordnet_exact
f	ENGLISH	wordnet_exact
faayda	UNCERTAIN_NEEDS_LLM	unresolved
fan.	NON_LINGUISTIC	regex_prefilter
farmer	ENGLISH	wordnet_exact
feku	UNCERTAIN_NEEDS_LLM	unresolved
feminist	ENGLISH	wordnet_exact
festival	ENGLISH	wordnet_exact
fighter	ENGLISH	wordnet_exact
fikar	UNCERTAIN_NEEDS_LLM	unresolved
finger	ENGLISH	wordnet_exact
fish	ENGLISH	wordnet_exact
fitoor	UNCERTAIN_NEEDS_LLM	unresolved
fix	ENGLISH	wordnet_exact
football	ENGLISH	wordnet_exact
fort	ENGLISH	wordnet_exact
forward	ENGLISH	wordnet_exact
fran	UNCERTAIN_NEEDS_LLM	unresolved
freedom	ENGLISH	wordnet_exact
frnds	UNCERTAIN_NEEDS_LLM	unresolved
frustration	ENGLISH	wordnet_exact
funny_deol	NON_LINGUISTIC	regex_prefilter
gaa	UNCERTAIN_NEEDS_LLM	unresolved
gadha	UNCERTAIN_NEEDS_LLM	unresolved
gadi	UNCERTAIN_NEEDS_LLM	unresolved
gandagi	UNCERTAIN_NEEDS_LLM	unresolved
gandhi:	NON_LINGUISTIC	regex_prefilter
gandu	UNCERTAIN_NEEDS_LLM	unresolved
gareebi	UNCERTAIN_NEEDS_LLM	unresolved
garib	UNCERTAIN_NEEDS_LLM	unresolved
gaurav	UNCERTAIN_NEEDS_LLM	unresolved
gautamverma23	NON_LINGUISTIC	regex_prefilter
gaye,	NON_LINGUISTIC	regex_prefilter
ghaas	UNCERTAIN_NEEDS_LLM	unresolved
ghalib	UNCERTAIN_NEEDS_LLM	unresolved
gharwalo	UNCERTAIN_NEEDS_LLM	unresolved
ghayal	UNCERTAIN_NEEDS_LLM	unresolved
ghode	UNCERTAIN_NEEDS_LLM	unresolved
ghost_particle	NON_LINGUISTIC	regex_prefilter
ghotala	UNCERTAIN_NEEDS_LLM	unresolved
giants	ENGLISH	wordnet_exact
gives	ENGLISH	wordnet_exact
glad	ENGLISH	wordnet_exact
global	ENGLISH	wordnet_exact
gloves	ENGLISH	wordnet_exact
goin	UNCERTAIN_NEEDS_LLM	unresolved
goli	UNCERTAIN_NEEDS_LLM	unresolved
google+	NON_LINGUISTIC	regex_prefilter
greatest	ENGLISH	wordnet_exact
gstcouncilmeet	UNCERTAIN_NEEDS_LLM	unresolved
gsthelpdesk	UNCERTAIN_NEEDS_LLM	unresolved
guddu's	NON_LINGUISTIC	regex_prefilter
guddu:	NON_LINGUISTIC	regex_prefilter
gujrat	UNCERTAIN_NEEDS_LLM	unresolved
gulzar	UNCERTAIN_NEEDS_LLM	unresolved
gunda	UNCERTAIN_NEEDS_LLM	unresolved
gundo	UNCERTAIN_NEEDS_LLM	unresolved
guy:	NON_LINGUISTIC	regex_prefilter
guzar	UNCERTAIN_NEEDS_LLM	unresolved
gy	ENGLISH	wordnet_exact
h.....	NON_LINGUISTIC	regex_prefilter
ha.	NON_LINGUISTIC	regex_prefilter
haan.	NON_LINGUISTIC	regex_prefilter
haarna	UNCERTAIN_NEEDS_LLM	unresolved
haarne	UNCERTAIN_NEEDS_LLM	unresolved
haathon	UNCERTAIN_NEEDS_LLM	unresolved
hahahaa..	NON_LINGUISTIC	regex_prefilter
hai???	NON_LINGUISTIC	regex_prefilter
hamne	UNCERTAIN_NEEDS_LLM	unresolved
hamre	UNCERTAIN_NEEDS_LLM	unresolved
handsome	ENGLISH	wordnet_exact
hans	ENGLISH	wordnet_exact
hanuman	ENGLISH	wordnet_exact
haraami	UNCERTAIN_NEEDS_LLM	unresolved
haste	ENGLISH	wordnet_exact
hat	ENGLISH	wordnet_exact
hatt	UNCERTAIN_NEEDS_LLM	unresolved
haven't	NON_LINGUISTIC	regex_prefilter
hawas	UNCERTAIN_NEEDS_LLM	unresolved
hearts	ENGLISH	wordnet_exact
heera	UNCERTAIN_NEEDS_LLM	unresolved
heere	UNCERTAIN_NEEDS_LLM	unresolved
helmet	ENGLISH	wordnet_exact
hiighbeta	UNCERTAIN_NEEDS_LLM	unresolved
hike	ENGLISH	wordnet_exact
hilarious	ENGLISH	wordnet_exact
hinduism	ENGLISH	wordnet_exact
hme	UNCERTAIN_NEEDS_LLM	unresolved
hn	ENGLISH	wordnet_exact
hogaya,	NON_LINGUISTIC	regex_prefilter
hogayi.	NON_LINGUISTIC	regex_prefilter
hogi..	NON_LINGUISTIC	regex_prefilter
hongi	UNCERTAIN_NEEDS_LLM	unresolved
hotay	UNCERTAIN_NEEDS_LLM	unresolved
hote.	NON_LINGUISTIC	regex_prefilter
hours	ENGLISH	wordnet_exact
ht	UNCERTAIN_NEEDS_LLM	unresolved
http	ENGLISH	wordnet_exact
https://	NON_LINGUISTIC	regex_prefilter
humor	ENGLISH	wordnet_exact
hurt	ENGLISH	wordnet_exact
husband	ENGLISH	wordnet_exact
husn	UNCERTAIN_NEEDS_LLM	unresolved
huva	UNCERTAIN_NEEDS_LLM	unresolved
huyi	UNCERTAIN_NEEDS_LLM	unresolved
hv	UNCERTAIN_NEEDS_LLM	unresolved
i'd	NON_LINGUISTIC	regex_prefilter
iamvibhor_	NON_LINGUISTIC	regex_prefilter
image	ENGLISH	wordnet_exact
imagination	ENGLISH	wordnet_exact
incredible	ENGLISH	wordnet_exact
indeed	ENGLISH	wordnet_exact
indiahistorypic	UNCERTAIN_NEEDS_LLM	unresolved
indianexpress	UNCERTAIN_NEEDS_LLM	unresolved
indira	UNCERTAIN_NEEDS_LLM	unresolved
indusarabhai	UNCERTAIN_NEEDS_LLM	unresolved
indvban	UNCERTAIN_NEEDS_LLM	unresolved
indveng	UNCERTAIN_NEEDS_LLM	unresolved
indvssl	UNCERTAIN_NEEDS_LLM	unresolved
indwins	UNCERTAIN_NEEDS_LLM	unresolved
injured	ENGLISH	wordnet_exact
innings	ENGLISH	wordnet_exact
inshaallah	UNCERTAIN_NEEDS_LLM	unresolved
insta	UNCERTAIN_NEEDS_LLM	unresolved
instagram	UNCERTAIN_NEEDS_LLM	unresolved
interested	ENGLISH	wordnet_exact
international	ENGLISH	wordnet_exact
irony	ENGLISH	wordnet_exact
islamabad	ENGLISH	wordnet_exact
item	ENGLISH	wordnet_exact
itsssr	UNCERTAIN_NEEDS_LLM	unresolved
iz	UNCERTAIN_NEEDS_LLM	unresolved
jaa..	NON_LINGUISTIC	regex_prefilter
jaam	UNCERTAIN_NEEDS_LLM	unresolved
jaana.	NON_LINGUISTIC	regex_prefilter
jaaye"	NON_LINGUISTIC	regex_prefilter
jaaye,	NON_LINGUISTIC	regex_prefilter
jaayega.	NON_LINGUISTIC	regex_prefilter
jackson	ENGLISH	wordnet_exact
jadoo	UNCERTAIN_NEEDS_LLM	unresolved
jaenge..	NON_LINGUISTIC	regex_prefilter
jago	UNCERTAIN_NEEDS_LLM	unresolved
jalebi	UNCERTAIN_NEEDS_LLM	unresolved
jalta	UNCERTAIN_NEEDS_LLM	unresolved
jamuntini	UNCERTAIN_NEEDS_LLM	unresolved
jante	UNCERTAIN_NEEDS_LLM	unresolved
jaoge	UNCERTAIN_NEEDS_LLM	unresolved
jara	UNCERTAIN_NEEDS_LLM	unresolved
jaroorat	UNCERTAIN_NEEDS_LLM	unresolved
jatinkiduniya	UNCERTAIN_NEEDS_LLM	unresolved
jawaan	UNCERTAIN_NEEDS_LLM	unresolved
jaya	UNCERTAIN_NEEDS_LLM	unresolved
jaye,	NON_LINGUISTIC	regex_prefilter
jeevan	UNCERTAIN_NEEDS_LLM	unresolved
jeremy	UNCERTAIN_NEEDS_LLM	unresolved
jesus	ENGLISH	wordnet_exact
jhel	UNCERTAIN_NEEDS_LLM	unresolved
jhootha	UNCERTAIN_NEEDS_LLM	unresolved
jindagi	UNCERTAIN_NEEDS_LLM	unresolved
jit	UNCERTAIN_NEEDS_LLM	unresolved
jiye	UNCERTAIN_NEEDS_LLM	unresolved
jiyo	UNCERTAIN_NEEDS_LLM	unresolved
jodi	UNCERTAIN_NEEDS_LLM	unresolved
journojuno	UNCERTAIN_NEEDS_LLM	unresolved
judgement	ENGLISH	wordnet_exact
jugaad	UNCERTAIN_NEEDS_LLM	unresolved
june	ENGLISH	wordnet_exact
junglerajepisode2	NON_LINGUISTIC	regex_prefilter
justice	ENGLISH	wordnet_exact
jyaada	UNCERTAIN_NEEDS_LLM	unresolved
kaayam	UNCERTAIN_NEEDS_LLM	unresolved
kabi	UNCERTAIN_NEEDS_LLM	unresolved
kadak	UNCERTAIN_NEEDS_LLM	unresolved
kaminibae	UNCERTAIN_NEEDS_LLM	unresolved
kamzor	UNCERTAIN_NEEDS_LLM	unresolved
kanya	UNCERTAIN_NEEDS_LLM	unresolved
kapoor:	NON_LINGUISTIC	regex_prefilter
karachi	ENGLISH	wordnet_exact
karam	UNCERTAIN_NEEDS_LLM	unresolved
karana	UNCERTAIN_NEEDS_LLM	unresolved
karao	UNCERTAIN_NEEDS_LLM	unresolved
kardi	UNCERTAIN_NEEDS_LLM	unresolved
karein.	NON_LINGUISTIC	regex_prefilter
karen	ENGLISH	wordnet_exact
kariye	UNCERTAIN_NEEDS_LLM	unresolved
karoge,	NON_LINGUISTIC	regex_prefilter
karta.	NON_LINGUISTIC	regex_prefilter
karwaega	UNCERTAIN_NEEDS_LLM	unresolved
karwana	UNCERTAIN_NEEDS_LLM	unresolved
kaun?	NON_LINGUISTIC	regex_prefilter
kayi	UNCERTAIN_NEEDS_LLM	unresolved
kchowdhury9	NON_LINGUISTIC	regex_prefilter
ke,	NON_LINGUISTIC	regex_prefilter
keede	UNCERTAIN_NEEDS_LLM	unresolved
kejari	UNCERTAIN_NEEDS_LLM	unresolved
kesi	UNCERTAIN_NEEDS_LLM	unresolved
key	ENGLISH	wordnet_exact
khaas	UNCERTAIN_NEEDS_LLM	unresolved
khalifa	UNCERTAIN_NEEDS_LLM	unresolved
khamosh	UNCERTAIN_NEEDS_LLM	unresolved
kharch	UNCERTAIN_NEEDS_LLM	unresolved
khareedne	UNCERTAIN_NEEDS_LLM	unresolved
khatam.	NON_LINGUISTIC	regex_prefilter
khatarnaak	UNCERTAIN_NEEDS_LLM	unresolved
khele	UNCERTAIN_NEEDS_LLM	unresolved
khelna	UNCERTAIN_NEEDS_LLM	unresolved
khelti	UNCERTAIN_NEEDS_LLM	unresolved
khiladi	UNCERTAIN_NEEDS_LLM	unresolved
khub	UNCERTAIN_NEEDS_LLM	unresolved
ki..	NON_LINGUISTIC	regex_prefilter
killer	ENGLISH	wordnet_exact
kise	UNCERTAIN_NEEDS_LLM	unresolved
kl	UNCERTAIN_NEEDS_LLM	unresolved
knowledge	ENGLISH	wordnet_exact
koe	UNCERTAIN_NEEDS_LLM	unresolved
kone	UNCERTAIN_NEEDS_LLM	unresolved
konsa	UNCERTAIN_NEEDS_LLM	unresolved
korea	ENGLISH	wordnet_exact
kripya	UNCERTAIN_NEEDS_LLM	unresolved
kritisanon	UNCERTAIN_NEEDS_LLM	unresolved
kumbh	UNCERTAIN_NEEDS_LLM	unresolved
kush	UNCERTAIN_NEEDS_LLM	unresolved
kutte	UNCERTAIN_NEEDS_LLM	unresolved
kya...	NON_LINGUISTIC	regex_prefilter
kya??	NON_LINGUISTIC	regex_prefilter
laddoo..	NON_LINGUISTIC	regex_prefilter
ladne	UNCERTAIN_NEEDS_LLM	unresolved
lady	ENGLISH	wordnet_exact
lagai	UNCERTAIN_NEEDS_LLM	unresolved
lagaya	UNCERTAIN_NEEDS_LLM	unresolved
lagayi	UNCERTAIN_NEEDS_LLM	unresolved
lage.	NON_LINGUISTIC	regex_prefilter
lagne	UNCERTAIN_NEEDS_LLM	unresolved
lagu	UNCERTAIN_NEEDS_LLM	unresolved
lagwa	UNCERTAIN_NEEDS_LLM	unresolved
laila	UNCERTAIN_NEEDS_LLM	unresolved
lajawaab	UNCERTAIN_NEEDS_LLM	unresolved
